date,series ,open,high,low,PREV. CLOSE ,ltp ,close,vwap ,52W H ,52W L ,VOLUME,VALUE ,No of trades 
04-Mar-21,EQ,733.25,765.7,715.85,729.85,751.55,752.45,749.5,765.7,203,30607959,"22,94,05,36,363.40",388068
05-Mar-21,EQ,752.45,761,730.5,752.45,749.65,748.95,748.31,765.7,203,17665200,"13,21,89,90,805.30",245042
08-Mar-21,EQ,762.7,767.8,744.2,748.95,747.8,748.4,754.53,767.8,203,15286852,"11,53,44,18,295.50",184855
09-Mar-21,EQ,755.55,759.4,738.65,748.4,748,750.75,750.81,767.8,203,8548163,"6,41,80,30,555.95",119726
10-Mar-21,EQ,757.5,759.1,743,750.75,744.3,745.35,747.93,767.8,203,5235249,"3,91,55,87,538.60",80675
12-Mar-21,EQ,749,752.1,723,745.35,723.25,728.15,737.27,767.8,203,10961076,"8,08,12,86,368.25",145204
15-Mar-21,EQ,727.8,727.8,706.05,728.15,714.9,719.05,714.38,767.8,203,13403595,"9,57,53,17,658.65",184280
16-Mar-21,EQ,731.4,735.7,714.25,719.05,715.5,717.35,724.18,767.8,203,14979009,"10,84,75,22,192.50",214166
17-Mar-21,EQ,715,716.95,683.8,717.35,686,688.25,700.79,767.8,203,8151544,"5,71,25,08,949.20",126227
18-Mar-21,EQ,695,705.5,675.4,688.25,680.9,679.65,691.5,767.8,203,10925357,"7,55,49,18,691.10",134874
19-Mar-21,EQ,677.4,691.5,657.1,679.65,688,686.25,676.77,767.8,203,10373422,"7,02,03,90,129.85",114618
22-Mar-21,EQ,686,726.25,681,686.25,721.95,721.9,711.91,767.8,203,22864950,"16,27,78,32,344.00",314032
23-Mar-21,EQ,730.25,755,727.1,721.9,736.75,738.55,743.33,767.8,203,30612174,"22,75,49,16,019.70",390324
24-Mar-21,EQ,741,750.5,697.65,738.55,708.15,706.85,726.81,767.8,203,21213413,"15,41,81,14,820.30",273247
25-Mar-21,EQ,711,712.35,683.15,706.85,687.6,688.25,695.13,767.8,203,16860086,"11,71,99,32,572.35",202143
26-Mar-21,EQ,698,710.7,692.6,688.25,702,703.05,702.76,767.8,203,12350673,"8,67,95,08,164.70",156526
30-Mar-21,EQ,703.05,718,697.3,703.05,710,710.55,708.62,767.8,235.05,9109505,"6,45,51,44,308.35",137556
31-Mar-21,EQ,705,719.9,698.6,710.55,702.4,702.4,710.23,767.8,235.05,7752226,"5,50,58,34,129.90",105720
01-Apr-21,EQ,713.5,742,705,702.4,733.55,736.25,725.68,767.8,235.05,15017049,"10,89,75,78,397.80",166679
05-Apr-21,EQ,731.75,745,715,736.25,744,742.25,730.14,767.8,242.75,15622924,"11,40,68,92,414.55",205603
06-Apr-21,EQ,756,852.7,743,742.25,849.85,835.55,800.35,852.7,242.75,64555516,"51,66,68,33,806.10",747062
07-Apr-21,EQ,857,885,795,835.55,812.45,814.75,835.16,885,242.75,97717880,"81,60,98,83,078.35",1205984
08-Apr-21,EQ,818,838,806,814.75,824,823,823.05,885,242.75,34025873,"28,00,48,82,484.10",403689
09-Apr-21,EQ,824.75,837,817.05,823,822.2,823.6,827.17,885,242.75,21804785,"18,03,62,13,145.85",265700
12-Apr-21,EQ,809.9,809.9,735,823.6,750,744.65,762.16,885,247.5,28112240,"21,42,60,97,845.55",422020
13-Apr-21,EQ,750,755.75,701.35,744.65,733.1,731.05,723.89,885,247.5,52812517,"38,23,03,11,544.30",655274
15-Apr-21,EQ,735.9,754.5,725,731.05,747,750.35,740.39,885,247.5,26108614,"19,33,06,54,007.75",335056
16-Apr-21,EQ,750.9,794.85,743,750.35,749.15,755.5,770.01,885,247.5,41791181,"32,17,94,40,099.40",499686
19-Apr-21,EQ,715,730.9,707.45,755.5,719,720.95,721.84,885,258.5,22935238,"16,55,55,24,101.30",290362
20-Apr-21,EQ,744.7,745.9,710,720.95,721,720.45,729.05,885,258.5,21315167,"15,53,97,76,764.20",243616
22-Apr-21,EQ,689.5,744.9,689.5,720.45,736.45,737.8,727.53,885,258.5,26840536,"19,52,72,76,468.50",325317
23-Apr-21,EQ,736.45,746.9,720.1,737.8,725.1,725.35,733.59,885,258.5,18435449,"13,52,40,09,267.35",204435
26-Apr-21,EQ,733,739.65,728.9,725.35,729.2,730.75,733.25,885,261.1,9390549,"6,88,56,57,723.60",116457
27-Apr-21,EQ,735,757.5,727.35,730.75,748.6,749.15,747.67,885,261.1,20573107,"15,38,19,13,474.80",236896
28-Apr-21,EQ,755,760,741.1,749.15,743.4,746.25,751.02,885,261.1,11156977,"8,37,91,05,612.85",130847
29-Apr-21,EQ,753.2,765.85,743.4,746.25,746.4,746.75,753.06,885,261.1,13851910,"10,43,13,86,469.80",153293
30-Apr-21,EQ,739,759.45,724.5,746.75,726.4,730.05,743.35,885,261.1,12600934,"9,36,69,11,389.95",132141
03-May-21,EQ,727.65,764,713.75,730.05,763,761.4,747.35,885,261.1,25953577,"19,39,64,45,476.90",329203
04-May-21,EQ,779.85,782,760.05,761.4,768,768.75,771.89,885,261.1,31400296,"24,23,74,62,113.40",311611
05-May-21,EQ,772,774.8,732.7,768.75,741,738.1,744.59,885,261.1,29426971,"21,91,08,83,098.45",349595
06-May-21,EQ,745,753.7,735.6,738.1,740.4,740.8,743.14,885,261.1,11926793,"8,86,33,35,614.80",142457
07-May-21,EQ,747.7,778,745.25,740.8,764.95,767.75,763.24,885,261.1,20782117,"15,86,17,37,367.05",245154
10-May-21,EQ,774.4,779.5,762.45,767.75,764,765.45,770.11,885,262.35,9201326,"7,08,60,57,757.75",118611
11-May-21,EQ,751,789.7,750.35,765.45,761.65,762.65,770.95,885,262.35,12978165,"10,00,54,53,436.65",159784
12-May-21,EQ,763,772.8,747.7,762.65,752.35,751.6,759.1,885,262.35,10615003,"8,05,78,26,978.55",112344
14-May-21,EQ,757.9,758.65,727.5,751.6,735.8,733.55,738.82,885,262.35,10876267,"8,03,56,54,550.80",136604
17-May-21,EQ,740,760,737,733.55,754.2,754.2,750.88,885,291.35,12271212,"9,21,42,33,825.30",151590
18-May-21,EQ,765,780,757.1,754.2,780,775.9,767.92,885,291.35,9877934,"7,58,54,30,133.25",124879
19-May-21,EQ,784,791.9,769.3,775.9,770.5,772.4,779.94,885,291.35,15666729,"12,21,91,61,545.25",209821
20-May-21,EQ,776.5,779.5,761.05,772.4,764.5,765.7,770.79,885,291.35,6964023,"5,36,78,04,456.90",93043
21-May-21,EQ,772,775.25,766.65,765.7,769,769.2,771.25,885,291.35,5274817,"4,06,82,23,388.85",83762
24-May-21,EQ,769.7,779.9,746.6,769.2,766.8,766.55,768.78,885,298,8354397,"6,42,27,16,096.95",110823
25-May-21,EQ,773,776.7,759,766.55,764,764,766.92,885,298,4730725,"3,62,80,78,337.10",67141
26-May-21,EQ,767.85,769.9,757,764,758,758.3,762.82,885,298,7375242,"5,62,59,60,340.05",70583
27-May-21,EQ,758.3,765,749.45,758.3,751.75,751.4,757.36,885,298,7909776,"5,99,05,58,175.40",100865
28-May-21,EQ,755,784.9,754,751.4,777,776.15,771.74,885,298,13623565,"10,51,38,81,145.30",179796
31-May-21,EQ,779.95,779.95,761.7,776.15,769.15,769.55,767.59,885,298,7820165,"6,00,26,86,584.70",135951
01-Jun-21,EQ,773.1,801.8,764.3,769.55,799,798.2,788.48,885,298,17847137,"14,07,20,38,270.15",237277
02-Jun-21,EQ,802.95,824,802.95,798.2,812,811.5,815.34,885,298,27748928,"22,62,47,62,918.90",381761
03-Jun-21,EQ,818.85,849,810.7,811.5,824.9,825.3,829.64,885,298,24105079,"19,99,86,23,805.95",351421
04-Jun-21,EQ,830.8,841.95,823,825.3,834.65,833.85,832.81,885,298,14457348,"12,04,02,78,495.30",196839
07-Jun-21,EQ,837.4,898.8,835.65,833.85,877.9,878.6,877.67,898.8,298,33684310,"29,56,36,19,132.40",457825
08-Jun-21,EQ,883.4,887.8,859.15,878.6,874.9,874.2,876.07,898.8,298,16422574,"14,38,73,82,988.40",235456
09-Jun-21,EQ,879.25,901,831.3,874.2,853,852.6,869.31,901,298,31225441,"27,14,44,62,470.20",430251
10-Jun-21,EQ,858.55,863.95,843.3,852.6,848.3,846.75,850.32,901,298,11744190,"9,98,63,70,922.80",182614
11-Jun-21,EQ,852,856.4,820.7,846.75,841.7,839.75,836,901,298,17460610,"14,59,71,21,246.95",256714
14-Jun-21,EQ,755.8,783.7,681.1,839.75,762,768.45,729.9,901,298,89771631,"65,52,43,68,830.50",1357995
15-Jun-21,EQ,802.9,802.9,755,768.45,756.5,761.85,768.29,901,298,45408426,"34,88,69,70,740.70",567997
16-Jun-21,EQ,755,755,697.8,761.85,702,706.7,727.19,901,298,29440056,"21,40,84,19,869.20",501294
17-Jun-21,EQ,683,704.65,638.35,706.7,643.2,646.9,664.55,901,298,70812142,"47,05,83,36,276.50",1020950
18-Jun-21,EQ,643.2,704.6,638.1,646.9,693.15,694.35,674.26,901,298,76266975,"51,42,38,13,529.25",1113230
21-Jun-21,EQ,692,744.65,685.1,694.35,730,731.05,724.14,901,298,51759617,"37,48,11,18,131.80",727389
22-Jun-21,EQ,740,761.65,738,731.05,741.9,742.9,752.05,901,298,35597113,"26,77,09,72,571.70",473012
23-Jun-21,EQ,749,757,715.5,742.9,718.55,718.7,730.03,901,298,31168761,"22,75,40,30,899.50",436237
24-Jun-21,EQ,724,725,701.7,718.7,713.1,709.9,710.67,901,298,21503302,"15,28,18,58,172.95",308151
25-Jun-21,EQ,715,719,706.5,709.9,711,712.2,712.05,901,298,12085421,"8,60,54,12,471.45",169118
28-Jun-21,EQ,719,729.95,713,712.2,716.65,716.25,721.62,901,298,14139292,"10,20,32,46,600.05",170418
29-Jun-21,EQ,717.5,723,709,716.25,711.5,711,714.79,901,298,9303151,"6,64,97,89,821.50",111512
30-Jun-21,EQ,717.6,717.6,702.1,711,704.4,703.7,708.27,901,298,9100756,"6,44,57,53,605.75",127848
01-Jul-21,EQ,706,711.85,700,703.7,705,703.1,704.35,901,298,8035542,"5,65,98,40,823.25",111500
02-Jul-21,EQ,705,724.3,705,703.1,710.85,710.4,714.65,901,298,17676086,"12,63,21,29,882.90",219997
05-Jul-21,EQ,717,721,703,710.4,709.5,710.05,711.02,901,298,11105134,"7,89,59,22,610.65",135960
06-Jul-21,EQ,712,731.95,707.1,710.05,714,712.7,720.33,901,298,14580124,"10,50,25,08,481.00",172719
07-Jul-21,EQ,716.9,723,706,712.7,722.5,720.1,715.66,901,298,8719991,"6,24,05,43,083.75",113244
08-Jul-21,EQ,724,728,709.1,720.1,711.8,711.7,718.74,901,298,7804439,"5,60,93,76,188.50",95018
09-Jul-21,EQ,712.5,737,708.35,711.7,728,728.5,725.62,901,298,14924156,"10,82,92,07,998.25",190747
12-Jul-21,EQ,734.4,735.65,715.05,728.5,717.95,718.05,724.26,901,298,8664504,"6,27,53,37,771.90",113106
13-Jul-21,EQ,720,720.9,702,718.05,704.35,704,706.82,901,298,12287372,"8,68,49,50,010.05",164034
14-Jul-21,EQ,709.4,711.5,695.35,704,696.7,697.25,701.74,901,298,13812481,"9,69,27,65,659.45",153862
15-Jul-21,EQ,699.7,706.4,695.5,697.25,698.8,699.1,699.88,901,298,7490612,"5,24,25,31,493.05",103614
16-Jul-21,EQ,699.7,702.9,685.25,699.1,689,687.6,692.02,901,298,6941246,"4,80,34,93,890.15",181696
19-Jul-21,EQ,686,693,661.4,687.6,673.85,673.7,677.93,901,298,13618862,"9,23,26,45,826.80",209938
20-Jul-21,EQ,661,680.85,660,673.7,671.85,672.6,669.92,901,298,11533588,"7,72,65,99,385.50",159528
22-Jul-21,EQ,678,695,666.7,672.6,692.7,691.8,680.49,901,298,9740403,"6,62,82,84,705.95",135345
23-Jul-21,EQ,700,700,677.2,691.8,678.8,680.05,685.13,901,298,8682097,"5,94,83,58,683.40",124938
26-Jul-21,EQ,680,690.95,674.45,680.05,682.25,682.8,684.03,901,298,5339116,"3,65,20,90,774.50",84888
27-Jul-21,EQ,682.8,686.3,660.35,682.8,662.35,663.2,672.2,901,298,7133113,"4,79,48,88,170.45",107660
28-Jul-21,EQ,668.4,676.75,654.2,663.2,664.5,665.4,664.89,901,298,11132158,"7,40,16,83,662.15",154114
29-Jul-21,EQ,671,671,657.95,665.4,659.25,659.65,664.41,901,298,4572153,"3,03,77,84,990.80",71704
30-Jul-21,EQ,661.25,687.8,659.5,659.65,675,674.5,678.17,901,298,13440904,"9,11,51,99,647.95",214286
02-Aug-21,EQ,682,695,678,674.5,694.25,692,690,901,308.65,8925708,"6,15,87,40,505.75",127572
03-Aug-21,EQ,698,714.95,695.25,692,707,705.05,704.96,901,308.65,18429941,"12,99,22,81,233.65",245090
04-Aug-21,EQ,718,718,692,705.05,693.5,694.7,705.77,901,308.65,14045587,"9,91,28,98,514.70",173702
05-Aug-21,EQ,695,700.5,684,694.7,692,693.55,691.43,901,308.65,5851411,"4,04,58,47,837.00",94950
06-Aug-21,EQ,692.95,719.9,691.45,693.55,710,710.7,710.83,901,308.65,17504802,"12,44,29,97,164.75",216974
09-Aug-21,EQ,714,717,694.1,710.7,698.85,699.9,705.61,901,312.1,7521213,"5,30,70,20,168.40",109290
10-Aug-21,EQ,701.7,706.75,683.25,699.9,690.8,693,697.93,901,312.1,5937282,"4,14,38,33,780.40",86998
11-Aug-21,EQ,693.4,705,684.55,693,699.5,699.15,695.11,901,312.1,6297975,"4,37,77,90,423.40",99723
12-Aug-21,EQ,701,710.4,700,699.15,703.95,704.05,705.36,901,312.1,5068665,"3,57,52,33,025.00",80831
13-Aug-21,EQ,704.45,709.5,699.05,704.05,703.9,704.15,705.41,901,312.1,3390071,"2,39,13,92,932.10",59976
16-Aug-21,EQ,704,716.45,702,704.15,706,706.9,709.1,901,312.1,6385995,"4,52,83,00,184.65",85111
17-Aug-21,EQ,705.8,714.9,686.05,706.9,690.95,692.65,701.72,901,312.1,7262774,"5,09,64,39,912.90",109287
18-Aug-21,EQ,696.45,708.3,688.7,692.65,704.5,705.4,700.1,901,312.1,7354758,"5,14,90,43,235.80",95134
20-Aug-21,EQ,690,706.4,680.8,705.4,681.95,687.2,696.2,901,312.1,6274741,"4,36,85,01,196.65",84811
23-Aug-21,EQ,691.8,691.8,665,687.2,668.1,668.3,676.44,901,312.1,6636881,"4,48,94,63,887.10",99258
24-Aug-21,EQ,673,702,668.5,668.3,693.65,695.4,682.67,901,312.1,7640710,"5,21,60,57,697.30",107336
25-Aug-21,EQ,698.5,725,695.4,695.4,721.1,720.75,715.26,901,312.1,21275432,"15,21,74,14,673.75",272990
26-Aug-21,EQ,725,733,717.7,720.75,721.9,721.7,724.56,901,312.1,14969643,"10,84,63,40,655.35",201663
27-Aug-21,EQ,724,731.95,722.25,721.7,726,727,727.14,901,312.1,6751256,"4,90,91,20,084.20",93264
30-Aug-21,EQ,730.6,735.4,727.1,727,728.2,730,730.98,901,312.1,4757858,"3,47,78,91,959.75",71327
31-Aug-21,EQ,732.3,754,728.1,730,747.25,748.3,745.58,901,312.1,15419587,"11,49,65,13,415.30",174105
01-Sep-21,EQ,750.05,751.85,737.6,748.3,744.4,744.75,744.38,901,312.1,5320381,"3,96,03,87,091.15",83876
02-Sep-21,EQ,745,760.65,744,744.75,753.55,753.85,754.33,901,312.1,5788915,"4,36,67,63,974.40",90681
03-Sep-21,EQ,755.95,762,745.3,753.85,753.9,754.9,753.95,901,312.1,4491254,"3,38,61,84,822.80",82469
06-Sep-21,EQ,758.4,765,747.25,754.9,751.2,751.2,757.28,901,312.1,5260360,"3,98,35,68,491.65",85810
07-Sep-21,EQ,753.9,755.15,741.65,751.2,745,745.5,748.32,901,312.1,3515903,"2,63,10,12,420.45",54357
08-Sep-21,EQ,748.8,753,738.25,745.5,748.8,746.85,745.66,901,312.1,4036193,"3,00,96,34,231.65",56261
09-Sep-21,EQ,745.1,751,742,746.85,749,749.7,746.53,901,312.1,2829060,"2,11,19,66,370.45",38702
13-Sep-21,EQ,748,752.65,740.5,749.7,744.6,745.1,744.59,901,312.1,2514604,"1,87,23,38,040.10",39587
14-Sep-21,EQ,747.8,762.75,745.45,745.1,756.5,755.4,755.58,901,312.1,5615411,"4,24,29,07,641.40",75482
15-Sep-21,EQ,758.55,769.8,753.6,755.4,765.65,765.95,763.32,901,312.1,7039338,"5,37,32,98,414.00",115635
16-Sep-21,EQ,769,772.75,760,765.95,768.1,769.65,766.56,901,312.1,4625316,"3,54,56,02,751.15",78970
17-Sep-21,EQ,773.3,786,760,769.65,764.2,767.1,772.6,901,312.1,9701785,"7,49,55,62,991.65",134849
20-Sep-21,EQ,759.8,776,746.1,767.1,747.5,748.9,761.87,901,312.1,5570433,"4,24,39,61,872.65",84484
21-Sep-21,EQ,754,758.8,734.05,748.9,752.85,749.6,746.34,901,312.1,7766479,"5,79,64,25,298.50",82405
22-Sep-21,EQ,750,759.6,742,749.6,746,745.3,751.33,901,312.1,4343365,"3,26,32,88,761.15",60376
23-Sep-21,EQ,754.4,760,750.55,745.3,754,754.5,755.01,901,312.1,3526253,"2,66,23,48,242.65",62096
24-Sep-21,EQ,756,764.9,743,754.5,743.8,744.8,753.04,901,312.1,4445517,"3,34,76,38,583.20",70619
27-Sep-21,EQ,749.7,753.8,736.4,744.8,750.2,750.25,746.15,901,327.8,3803939,"2,83,82,92,813.80",63043
28-Sep-21,EQ,754,756.9,733,750.25,737,738.7,743.85,901,327.8,3748173,"2,78,80,78,252.10",59682
29-Sep-21,EQ,737.65,747.85,736,738.7,742.3,742,743.07,901,327.8,2734053,"2,03,15,88,623.00",45107
30-Sep-21,EQ,745.8,756.5,736,742,737.4,737.9,744.76,901,327.8,4356469,"3,24,45,38,977.55",64273
01-Oct-21,EQ,735.85,738.25,722,737.9,734.35,734.95,730.52,901,327.8,4008108,"2,92,80,04,361.10",57693
04-Oct-21,EQ,738.85,747.5,736.05,734.95,742.9,744.2,742.38,901,341.15,3414151,"2,53,45,95,138.25",47094
05-Oct-21,EQ,744.15,753.8,742,744.2,743.9,743.95,745.87,901,341.15,3270764,"2,43,95,65,161.40",48463
06-Oct-21,EQ,747.7,749,721.85,743.95,722.85,724,732.71,901,341.15,3615568,"2,64,91,68,738.20",62309
07-Oct-21,EQ,730,738.8,726.55,724,735.55,736.15,733.03,901,341.15,3237419,"2,37,31,39,433.70",50359
08-Oct-21,EQ,739.7,747,733.5,736.15,738.75,739.9,739.94,901,341.15,2878232,"2,12,97,22,309.10",47409
11-Oct-21,EQ,743.9,746,736.5,739.9,737.4,737.45,740.08,901,341.15,2118247,"1,56,76,62,210.20",35438
12-Oct-21,EQ,737.65,740.95,728.85,737.45,736.5,736.9,734.38,901,341.15,2152513,"1,58,07,57,466.55",41631
13-Oct-21,EQ,740.6,764.6,739.1,736.9,762.15,759,755.76,901,341.15,9083125,"6,86,46,62,232.20",133048
14-Oct-21,EQ,766.1,817.7,764.25,759,812.95,812.8,796.74,901,341.15,19754735,"15,73,92,94,769.85",292775
18-Oct-21,EQ,820.9,829.9,807,812.8,808.9,810.55,820.29,901,341.15,8883845,"7,28,73,35,788.45",140419
19-Oct-21,EQ,815,820,785,810.55,791,792.25,807.01,901,341.15,5543852,"4,47,39,19,769.35",81177
20-Oct-21,EQ,792,802.9,777.5,792.25,797,794.9,791.94,901,341.15,5467049,"4,32,95,63,948.50",88272
21-Oct-21,EQ,799,802.9,775.3,794.9,779,779.35,787.23,901,341.15,4607499,"3,62,71,44,154.25",71875
22-Oct-21,EQ,780.3,787.3,753.9,779.35,763,761.8,770.02,901,341.15,3860760,"2,97,28,81,509.55",65478
25-Oct-21,EQ,765,765.55,738.55,761.8,751,752.05,750.99,901,341.15,2973109,"2,23,27,81,419.85",49287
26-Oct-21,EQ,752,758.55,740.05,752.05,751.2,749.9,749.41,901,341.15,3093933,"2,31,86,10,843.15",48910
27-Oct-21,EQ,753.65,756.55,743.65,749.9,746,745.85,748.54,901,341.15,3246881,"2,43,04,19,472.05",53804
28-Oct-21,EQ,724.35,734.5,681.15,745.85,691.05,688.1,700.34,901,341.15,18160551,"12,71,85,95,316.80",293375
29-Oct-21,EQ,697,709.6,687,688.1,695,693,698.73,901,341.15,7612968,"5,31,94,24,712.70",136538
01-Nov-21,EQ,705,707,690,693,706.95,704.4,699.45,901,347.2,3233662,"2,26,17,85,312.40",65929
02-Nov-21,EQ,707,715,700.65,704.4,703,702.35,708.03,901,347.2,3028354,"2,14,41,51,847.80",54729
03-Nov-21,EQ,702,719.8,702,702.35,711.7,709.2,711.26,901,347.2,3036191,"2,15,95,12,608.25",59435
04-Nov-21,EQ,713,716.45,713,709.2,713,713.7,714.2,901,347.2,453287,"32,37,38,828.20",13384
08-Nov-21,EQ,717,735.1,709.1,713.7,730.95,730.45,721.85,901,362.7,3227351,"2,32,96,51,450.70",56816
09-Nov-21,EQ,731,744.5,727.8,730.45,737.1,737.35,735.54,901,362.7,3456614,"2,54,24,78,729.65",57702
10-Nov-21,EQ,736.4,745.05,730.1,737.35,738,737.9,738.39,901,362.7,2751881,"2,03,19,67,293.30",45417
11-Nov-21,EQ,734.95,741.55,728.5,737.9,733.1,735.1,734.59,901,362.7,2325810,"1,70,85,26,599.80",44777
12-Nov-21,EQ,737.7,755.5,734.25,735.1,750,750.3,747.47,901,362.7,4585484,"3,42,75,05,997.65",72674
15-Nov-21,EQ,753.9,756.5,740.55,750.3,749.55,749.8,749.26,901,366.25,2434426,"1,82,40,08,241.05",43410
16-Nov-21,EQ,752.7,761.7,743.45,749.8,744.4,746.45,753.48,901,366.25,3378779,"2,54,58,29,944.50",57847
17-Nov-21,EQ,744.4,745,733,746.45,734.5,735.55,738.8,901,366.25,2444025,"1,80,56,49,133.80",45660
18-Nov-21,EQ,739.45,741.3,716.15,735.55,724.2,726.05,726.39,901,366.25,2202581,"1,59,99,42,705.75",41823
22-Nov-21,EQ,725,733.4,704,726.05,714,715,716.91,901,370.3,3557560,"2,55,04,51,813.95",56434
23-Nov-21,EQ,714,733.6,705.2,715,730.95,729.25,726.97,901,370.3,3487221,"2,53,51,18,737.65",56762
24-Nov-21,EQ,735.65,772.35,732,729.25,758,763.05,761.08,901,370.3,11647665,"8,86,48,37,362.95",186206
25-Nov-21,EQ,764.8,774.3,755.5,763.05,764,762.45,764.3,901,370.3,6140941,"4,69,35,45,976.20",89958
26-Nov-21,EQ,750,766,713.25,762.45,715,717.15,737.73,901,370.3,7219931,"5,32,63,48,706.05",108317
29-Nov-21,EQ,707,715,682.65,717.15,701.95,702.6,701.32,901,412,5930351,"4,15,90,58,285.50",98868
30-Nov-21,EQ,704,712.65,679.7,702.6,684,683.85,694.56,901,412,6190734,"4,29,98,22,006.95",108722
01-Dec-21,EQ,695,711.05,682.75,683.85,709,707.95,694.07,901,412,5582125,"3,87,43,63,874.20",88536
02-Dec-21,EQ,710,742.3,702.3,707.95,740,739.1,725.59,901,412,8478638,"6,15,19,82,550.45",126465
03-Dec-21,EQ,739,746.5,734,739.1,736.8,737.45,740.43,901,412,5578503,"4,13,04,81,975.60",80555
06-Dec-21,EQ,739,744.5,721.5,737.45,722.85,723.45,732.83,901,427.2,3537411,"2,59,23,09,609.60",62623
07-Dec-21,EQ,729,749.95,725.8,723.45,745.6,744.7,741.86,901,427.2,3993342,"2,96,25,07,373.95",61271
08-Dec-21,EQ,751.2,764.4,748.2,744.7,762,761.4,757.08,901,427.2,4621331,"3,49,87,00,547.95",77226
09-Dec-21,EQ,766.7,775.8,760,761.4,769,769.75,768.1,901,427.2,4687479,"3,60,04,64,353.10",68811
10-Dec-21,EQ,768.85,794.95,763,769.75,767.5,767.7,780.01,901,427.2,10049545,"7,83,87,24,577.05",146563
13-Dec-21,EQ,775,778.8,750.1,767.7,758.5,758.45,762.66,901,427.2,4985928,"3,80,25,44,148.50",72347
14-Dec-21,EQ,755.9,766,750.5,758.45,764.65,763.7,758.36,901,427.2,2919015,"2,21,36,58,612.30",48510
15-Dec-21,EQ,763.7,766.65,742.95,763.7,745.3,745.5,752.03,901,427.2,4673906,"3,51,49,40,815.00",61621
16-Dec-21,EQ,752,756.45,739.35,745.5,746.35,745.15,746.49,901,427.2,3303620,"2,46,61,31,878.85",51179
17-Dec-21,EQ,744.5,744.5,721.2,745.15,723.4,723.95,727.13,901,427.2,4973404,"3,61,63,28,915.55",56933
20-Dec-21,EQ,717,717,685.5,723.95,699.6,701.7,699.78,901,427.2,4559002,"3,19,03,18,024.00",84650
21-Dec-21,EQ,710,728,701.7,701.7,724.95,725.6,712.9,901,427.2,6943546,"4,95,00,29,548.85",74209
22-Dec-21,EQ,727,729.9,717.25,725.6,723.5,722.85,723.3,901,427.2,3626585,"2,62,31,13,518.55",56178
23-Dec-21,EQ,732.8,747.5,728.85,722.85,730.6,731.3,737.74,901,427.2,6641505,"4,89,96,92,704.80",103622
24-Dec-21,EQ,732.5,734.9,713.4,731.3,720.3,722.4,722.31,901,427.2,3946754,"2,85,07,99,268.15",51419
27-Dec-21,EQ,717,726.4,713,722.4,724.55,723.2,720.68,901,478.15,2663285,"1,91,93,82,585.55",41822
28-Dec-21,EQ,727.1,738.9,725.2,723.2,729,729.25,731.28,901,478.15,3604123,"2,63,56,08,237.95",55446
29-Dec-21,EQ,729,734.2,720.1,729.25,722.4,722.75,725.34,901,478.15,2396416,"1,73,82,27,095.35",39797
30-Dec-21,EQ,722.9,726,716.45,722.75,725,724.25,722.64,901,478.15,3654532,"2,64,09,22,964.75",42452
31-Dec-21,EQ,725,735,725,724.25,730.35,730.3,731.01,901,478.15,2538092,"1,85,53,78,322.70",40272
03-Jan-22,EQ,732,738.65,730.5,730.3,736.1,736.6,734.71,901,489.5,2377227,"1,74,65,69,419.60",35951
04-Jan-22,EQ,743,747,732.65,736.6,739,739.25,739.81,901,489.5,4068551,"3,00,99,63,453.00",53338
05-Jan-22,EQ,739,758.8,734.05,739.25,754,754.9,749.01,901,489.5,5409002,"4,05,13,69,956.15",66305
06-Jan-22,EQ,748.9,748.9,730.1,754.9,739,739.8,737.24,901,489.5,5440633,"4,01,10,33,478.85",79602
07-Jan-22,EQ,744.7,747.7,730.5,739.8,736,736.1,738.2,901,489.5,2590751,"1,91,24,98,842.85",43599
10-Jan-22,EQ,737.1,743,734.1,736.1,738.4,738.85,738.65,901,500.1,2173107,"1,60,51,58,509.20",35078
11-Jan-22,EQ,738.65,768.9,728.5,738.85,764.95,765.1,751.82,901,500.1,8959781,"6,73,61,40,626.70",149571
12-Jan-22,EQ,769.5,774.9,754,765.1,762,763.55,766.1,901,500.1,5775798,"4,42,48,13,401.40",105045
13-Jan-22,EQ,763,776,760,763.55,771,772.2,769.65,901,500.1,4049411,"3,11,66,39,340.35",88732
14-Jan-22,EQ,769,795,763.65,772.2,783.5,780.1,783.88,901,500.1,9627761,"7,54,70,29,585.60",147081
17-Jan-22,EQ,783.5,789.4,773.9,780.1,777.95,779.05,780.64,901,500.1,3187871,"2,48,85,85,764.95",60365
18-Jan-22,EQ,780,790,760,779.05,762.95,762.95,777.98,901,500.1,4300929,"3,34,60,57,515.70",90751
19-Jan-22,EQ,761.75,761.75,736,762.95,743.55,744.2,746.26,901,500.1,5843870,"4,36,10,33,036.70",95069
20-Jan-22,EQ,744,751.7,735,744.2,737,738,741.81,901,500.1,4741333,"3,51,71,56,211.75",76530
21-Jan-22,EQ,732,733.65,714.45,738,724.85,723.9,723.2,901,500.1,9244367,"6,68,55,12,555.45",112533
24-Jan-22,EQ,723.9,725.25,689,723.9,700.9,702.45,704.74,901,500.1,5349759,"3,77,02,10,027.05",104251
25-Jan-22,EQ,696,712.85,690,702.45,711.35,711.1,706.15,901,500.1,4482325,"3,16,51,79,477.80",87891
27-Jan-22,EQ,699.8,712.3,691,711.1,708.8,709.1,702.09,901,500.1,4749083,"3,33,42,83,300.40",85004
